Name,Chromosome number,Ploidy level,1C value
Navia splendens,,,0.71
Neckera complanata,,,0.45
Neckera crispa,,,0.5
Neckera ehrenbergii,,,0.81
Nectaroscordum siculum,,,38.85
Neillia simensis,18,2,0.28
Nelumbo nucifera,16,2,0.24
Nemophila menziesii,18,2,1.25
Nenax cinerea,22,2,0.73
Nenax microphylla,22,2,0.93
Neochamaelea pulverulenta,36,4,0.75
Neofinetia falcata,38,,2.35
Neopallasia pectinata,36,2,5.28
Neotorularia humilis,,,1.05
Nepenthes pervillei,,,0.28
Nepeta teydea,16,2,0.28
Nerine angustifolia,22,2,11.75
Nerine appendiculata,22,2,11.4
Nerine bowdenii,22,2,17.65
Nerine duparquetiana,22,2,13.75
Nerine filamentosa,22,2,9.85
Nerine filifolia,22,2,11.8
Nerine frithii,22,2,11.55
Nerine gaberonensis,22,2,9
Nerine gibsonii,22,2,11
Nerine gracilis,22,2,12.3
Nerine humilis,22,2,12.65
Nerine krigei,22,2,16.2
Nerine laticoma,22,2,13.4
Nerine marincowitzii,22,2,9.35
Nerine masoniorum,22,2,11.35
Nerine pancratioides,22,2,10.95
Nerine platypetala,22,2,11.15
Nerine pudica,22,2,13.1
Nerine pusilla,22,2,14
Nerine rehmannii,22,2,9
Nerine ridleyi,22,2,13.1
Nerine ridleyi,33,3,19.75
Nerine sarniensis,22,2,12.95
Nerine sarniensis,33,3,19.85
Nerine undulata,22,2,14.2
Nertera granadensis,44,4,1.23
Neslia paniculata,14,2,0.2
Neviusia alabamensis,18,2,0.5
Nicotiana acaulis,24,2,5.9
Nicotiana acuminata,24,2,3.3
Nicotiana alata,18,2,2.43
Nicotiana arentsii,48,4,5.06
Nicotiana attenuata,24,2,2.48
Nicotiana benavidesii,24,2,4.53
Nicotiana benthamiana,38,4,3.2
Nicotiana bigelovii,48,4,4.18
Nicotiana bonariensis,18,2,4.08
Nicotiana carodifolia,24,2,4.48
Nicotiana clevelandii,48,4,4.14
Nicotiana corymbosa,24,2,2.95
Nicotiana debneyi,48,4,6
Nicotiana excelsior,38,4,3.38
Nicotiana exigua,32,4,3
Nicotiana forgetiana,18,2,3.2
Nicotiana fragrans,48,4,3.33
Nicotiana glauca,24,2,5.33
Nicotiana glutinosa,24,2,2.24
Nicotiana goodspeedii,40,4,3.9
Nicotiana gossei,36,4,3.15
Nicotiana knightiana,24,2,3.16
Nicotiana langsdorffii,18,2,4.35
Nicotiana linearis,24,2,2.33
Nicotiana longiflora,20,2,4.05
Nicotiana maritima,32,4,3.25
Nicotiana miersii,24,2,2.88
Nicotiana nesophila,48,4,5.03
Nicotiana noctiflora,24,2,3.15
Nicotiana nudicaulis,48,4,3.56
Nicotiana obtusifolia,24,2,1.55
Nicotiana occidentalis,42,4,3.05
Nicotiana otophora,24,2,3.28
Nicotiana palmerii,24,2,2.38
Nicotiana paniculata,24,2,2.95
Nicotiana pauciflora,24,2,3.08
Nicotiana petunioides,24,2,2.28
Nicotiana plumbaginifolia,20,2,4.15
Nicotiana quadrivalvis,48,4,4.25
Nicotiana raimondii,24,2,4.33
Nicotiana repanda,48,4,5.44
Nicotiana rotundifolia,44,4,2.43
Nicotiana rustica,48,4,5.3
Nicotiana setchellii,24,2,2.2
Nicotiana solanifolia,24,2,5.23
Nicotiana stocktonii,48,4,5
Nicotiana suaveolens,32,4,6.38
Nicotiana sylvestris,24,2,2.7
Nicotiana tabacum,48,4,5.18
Nicotiana thyrsiflora,24,2,3.75
Nicotiana tomentosa,24,2,3.3
Nicotiana tomentosiformis,24,2,2.74
Nicotiana trigonophylla,24,2,1.43
Nicotiana undulata,24,2,2.42
Nicotiana wigandioides,24,2,2.85
Nigella damascena,12,2,10.55
Nigella sativa,12,2,10.63
Nipponanthemum nipponicum,18,2,5.94
Noccaea alpestris,14,2,0.24
Nolina bigelovii,,,5.45
Nolina matapensis,,,6.58
Nolina microcarpa,36,2,5.3
Nolina recurvata,,,8.9
Nopalea cochenillifera,22,2,0.98
Normanbya normanbyi,,,4.85
Notholirion thomsonianum,,2,35.28
Nothoscordum nudicaule,10,2,23.48
Notylia barkeri,42,2,1.1
Nowellia curvifolia,,,0.22
Nuphar luteum,,,2.53
Nuytsia floribunda,24,2,2.93
Nyctanthes arbor-tristis,44,,1.23
Nymphaea alba,,,1.99
Nymphaea caerula,,,0.55
Nymphaea lotus,,,1.08
Nymphoides peltata,54,,0.73
Nypa fruticans,34,2,1.18
Ocotea foetens,24,4,1.2
Odontites lutea,,,0.57
Odontites verna,,2,0.57
Odontoglossum spectatissimum,,,4.3
Odontoglossum wyattianum,,,3.95
Odontostomum hartwegii,20,2,2.56
Oenanthe crocata,22,2,0.65
Oenanthe fistulosa,22,2,0.63
Oenocarpus bataua,36,2,3.93
Oenothera ammophila,14,2,1.17
Oenothera biennis,14,2,1.22
Oenothera fruticosa,,,1.45
Oenothera lamarckiana,,,1.19
Olea africana,46,2,1.58
Olea cerasiformis,46,2,1.5
Olea cuspidata,46,2,2.07
Olea europaea,46,2,1.95
Olea ferruginea,46,2,1.85
Olea indica,,2,1.68
Olea maderensis,92,4,2.99
Olearia pimeleoides,,,6.13
Olimarabidopsis cabulica,48,6,0.53
Olimarabidopsis pumila,32,4,0.35
Oncidium aloisii,,,3.05
Oncidium ampliatum,44,2,2.5
Oncidium ansiferum,56,,3.15
Oncidium ascendens,,,1.7
Oncidium baueri,56,,4.48
Oncidium bracteatum,,,3.28
Oncidium caediochilum,,,3.1
Oncidium cimiciferum,,,3.43
Oncidium crispum,56,,1.93
Oncidium endocharis,,,4.6
Oncidium excavatum,,,2.13
Oncidium flexuosum,56,2,1.1
Oncidium floridanum,56,,3.3
Oncidium globuliferum,56,,3.2
Oncidium leucochilum,56,2,0.6
Oncidium loxense,,,2.8
Oncidium marshallianum,,,1.83
Oncidium microchilum,,,4.88
Oncidium ochmatochilum,,,2.23
Oncidium onustum,56,4,3.05
Oncidium ornithorynchum,56,2,2.88
Oncidium ovatilabium,,,1.93
Oncidium phymatochilum,56,,5.73
Oncidium robustissimum,44,,2.83
Oncidium serratum,56,2,2.7
Oncidium sphacelatum,56,,2.35
Oncidium stenotis,56,,3.03
Oncidium tricostatum,,,2.03
Oncidium trilobum,,,3.28
Oncidium varuelum,63,,1.95
Oncidium wentworthianum,56,,2.93
Onopordum acanthium,34,2,1.33
Ophiopogon japonicus,,,10.5
Ophiopogon planiscapus,,,6.05
Oplismenus hirtellus,54,6,2.64
Opuntia acaulis,,8,3.8
Opuntia dillenii,,6,2.28
Opuntia microdasys,,,2.24
Orchidantha maxillaroides,,,3.55
Origanum vulgare,30,3,0.68
Ornithogalum apertum,,,18
Ornithogalum arabicum,,,18.35
Ornithogalum candicans,,,7.05
Ornithogalum dubium,,,7
Ornithogalum exscapum,,,30.65
Ornithogalum longibracteatum,54,,7.6
Ornithogalum maculatum,,,4.1
Ornithogalum magnum,,,9.4
Ornithogalum montanum,,,31.1
Ornithogalum narbonensis,,,33.45
Ornithogalum nutans,,,21.95
Ornithogalum oligophyllum,,,4.45
Ornithogalum pyramidale,,,8.65
Ornithogalum pyrenaicum,,,15.55
Ornithogalum saundersiae,,,6.35
Ornithogalum sigmoideum,,,17.65
Ornithogalum umbellatum,,,24.85
Ornithogalum virens,6,2,5.28
Ornithogalum viridiflorum ,,,10.45
Orobanche alba,38,2,2.79
Orobanche alsatica,38,2,2.61
Orobanche amethystea,38,2,1.8
Orobanche anatolica,38,2,4.69
Orobanche austrohispanica,76,4,1.89
Orobanche caryophyllacea,38,2,3.56
Orobanche cernua,38,2,1.45
Orobanche crenata,38,2,2.84
Orobanche densiflora,76,4,1.79
Orobanche gracilis,76,4,1.66
Orobanche gracilis,114,6,1.87
Orobanche grossheimii,38,2,3.54
Orobanche hederae,38,2,2.33
Orobanche latisquama,76,4,3.38
Orobanche lutea,38,2,2.47
Orobanche minor,38,2,1.83
Orobanche owerinii,38,2,3.18
Orobanche picridis,38,2,2.79
Orobanche raddeana,38,2,3.56
Orobanche rapum-genistae,38,2,2.57
Orobanche teucrii,38,2,3.47
Orobanche transcaucasica,38,2,3.19
Orobanche transcaucasica,76,4,5.81
Orontium aquaticum,26,,15
Oropetium roxburgianum,36,4,0.53
Oropetium thomaeum,18,2,0.25
Orthodicranum flagellare,,,0.35
Orthodicranum montanum,,,0.49
Orthophytum saxicola,50,2,0.32
Orychophragmus violaceus,24,2,1.47
Oryza alta,48,4,1.05
Oryza australiensis,24,2,1.08
Oryza barthii,24,2,0.63
Oryza brachyantha,24,2,0.35
Oryza eichingeri,24,2,0.58
Oryza glaberrima,24,2,0.83
Oryza glumaepatula,24,2,0.5
Oryza grandiglumis,48,4,1
Oryza granulata,24,2,0.93
Oryza latifolia,48,4,1.15
Oryza longistaminata,24,2,0.75
Oryza meridionalis,24,2,0.5
Oryza minuta,48,4,1.73
Oryza nivara,24,2,0.47
Oryza officinalis,24,2,0.68
Oryza punctata,24,2,0.55
Oryza punctata,48,4,1.7
Oryza ridleyi,48,4,1.33
Oryza rufipogon,24,2,0.46
Oryza sativa,24,2,0.5
Oryza stapfii,24,2,0.65
Osmaronia cerasiformis,16,2,0.5
Otochilus lancilabius,,,4.85
Oxalis acetosella,22,2,3.2
Oxalis alstonii,10,2,0.88
Oxalis barrelierii,24,4,2.5
Oxalis boliviana,,,0.48
Oxalis bupleurifolia,10,2,2.9
Oxalis coralleoides,16,2,0.53
Oxalis corniculata,,,1.45
Oxalis cratensis,12,2,1.75
Oxalis cuzcensis,16,2,0.59
Oxalis dispar,12,2,16.5
Oxalis eriocarpa,10,2,7.8
Oxalis erosa,12,2,12.1
Oxalis frutescens,12,2,1.18
Oxalis glaucifolia,12,2,1.48
Oxalis hassleri,12,2,5.25
Oxalis hedysarifolia,12,2,1.3
Oxalis herrerae,16,2,0.46
Oxalis humbertii,16,2,0.52
Oxalis linearis,12,2,1.15
Oxalis lotoides,16,2,0.44
Oxalis lucumayensis,16,2,0.46
Oxalis marcapatensis,16,2,0.45
Oxalis medicaginea,16,2,0.43
Oxalis megalorrhiza,,2,0.41
Oxalis melilotoides,16,2,0.47
Oxalis mollis,16,2,0.45
Oxalis neuwiedii,12,2,6.5
Oxalis niederleinii,10,2,5.58
Oxalis oulophora,16,2,0.44
Oxalis paucartambensis,16,2,0.48
Oxalis peduncularis,16,2,0.46
Oxalis pes-caprae,28,4,0.69
Oxalis pes-caprae,35,5,0.83
Oxalis petrophila,16,2,0.49
Oxalis phaeotricha,32,4,0.84
Oxalis picchensis,32,4,0.84
Oxalis psoraleoides,12,2,13.65
Oxalis ptychoclada,16,2,0.44
Oxalis refracta,10,2,4.63
Oxalis renifolia,12,2,1.43
Oxalis rhombeo-ovata,14,2,9.53
Oxalis rusciformis,10,2,2.3
Oxalis san-miguelii,16,2,0.44
Oxalis sarmentosa,10,2,7.5
Oxalis sellowii,36,6,3.85
Oxalis sellowii,72,12,7.5
Oxalis sepium,12,2,1.18
Oxalis spiralis,16,2,0.53
Oxalis tabaconasensis,16,2,0.53
Oxalis teneriensis,16,2,0.48
Oxalis tuberosa,64,8,1.76
Oxalis unduavensis,16,2,0.52
Oxalis urubambensis,16,2,0.44
Oxalis vulcanicola,16,2,0.44
Pachycladon exilis,20,,0.44
Pachycladon fastigiata,20,,0.51
Pachycladon novae-zelandiae,20,,0.55
Pachysandra terminalis,,,1.73
Paederia scandens,44,4,1.4
Paeonia anomala,10,2,19.05
Paeonia bakeri,20,4,24.88
Paeonia broteroi,,,21
Paeonia californica,10,2,16.75
Paeonia caucasica,10,2,16.3
Paeonia caucasica,10,2,15.91
Paeonia clusii,20,4,28.95
Paeonia daurica,10,2,12.05
Paeonia delavayi,10,2,14.68
Paeonia hybrida,10,2,17.38
Paeonia lagodechiana,10,2,12.23
Paeonia lutea,10,2,16.05
Paeonia macrophylla,20,4,30.05
Paeonia mascula,10,2,17.75
Paeonia mlokosewitschi,10,2,16.18
Paeonia officinalis,20,4,26.9
Paeonia peregrina,20,4,26.48
Paeonia rockii,10,2,15.45
Paeonia ruprechtiana,10,2,15.54
Paeonia steveniana,20,4,28.53
Paeonia tenuifolia,10,2,16.55
Paeonia tomentosa,20,4,25.78
Paeonia veitchii,10,2,17.38
Paeonia wittmanniana,20,4,28.08
Pancratium illyricum,,,18.15
Pancratium maritimum,,,30.05
Pandanus fascicularis,60,,1.5
Pandanus veitchii,,,0.85
Panicum dichotomiflorum,54,6,1.68
Panicum esculentum,54,6,1.5
Panicum thermale,,,1.05
Panicum virgatum,36,4,1.35
Panicum virgatum,54,6,1.95
Panicum virgatum,72,8,2.35
Papaver atlanticum,14,2,2.35
Papaver bracteatum,14,2,4.9
Papaver commutatum,14,2,2.9
Papaver dubium,14,2,3.73
Papaver dubium,28,4,4.5
Papaver fugax,14,2,2.68
Papaver glaucum,14,2,3.1
Papaver gracile,14,2,2.78
Papaver hybridum,14,2,2.48
Papaver kerneri,14,2,2.53
Papaver lateritium,14,2,2.8
Papaver nordhagenianum,14,2,2.4
Papaver nudicaule,,,1.75
Papaver nudicaule,14,2,4.13
Papaver ocellatum,14,2,2.33
Papaver orientale,42,6,8.93
Papaver persicum,14,2,2.33
Papaver rhoeas,14,2,2.63
Papaver ruprifragum,14,2,2.35
Papaver setigerum,22,2,4
Papaver setigerum,44,4,6.68
Papaver somniferum,22,2,3.8
Papaver spicatum,14,2,2.9
Papaver tauricola,14,2,3.38
Papaver trinifolium,14,2,3.03
Paphiopedilum adductum,,,27.03
Paphiopedilum appletonianum,38,2,32.5
Paphiopedilum armeniacum,,,21.1
Paphiopedilum barbatum,38,2,33.75
Paphiopedilum bullenianum,40,,25.85
Paphiopedilum callosum,32,2,24.08
Paphiopedilum ciliolare,32,,30.5
Paphiopedilum concolor,26,2,19.48
Paphiopedilum delenatii,26,2,21.83
Paphiopedilum dianthum,,,35.9
Paphiopedilum druryi,30,2,26.75
Paphiopedilum exul,26,,16.5
Paphiopedilum glanduliferum,26,2,23.75
Paphiopedilum godefroye,26,2,17.83
Paphiopedilum gratrixianum,,,25
Paphiopedilum haynaldianum,26,,22.85
Paphiopedilum insigne,26,2,23.05
Paphiopedilum javanicum,40,,25.3
Paphiopedilum lawrenceanum,40,,26.13
Paphiopedilum lowii,26,,24.53
Paphiopedilum mastersianum,36,2,29.75
Paphiopedilum micranthum,26,2,22.78
Paphiopedilum philippinense,26,2,23.25
Paphiopedilum primulinum,32,2,20.93
Paphiopedilum purpuratum,40,,27.13
Paphiopedilum rothschildianum,26,2,22.6
Paphiopedilum sukhakulii,40,2,29.75
Paphiopedilum tonsum,32,2,28.25
Paphiopedilum victoria-mariae,36,2,21.4
Paphiopedilum villosum,26,2,22.48
Paphiopedilum wardii,41,2,34.5
Paracalyx scariosa,22,2,1.5
Paracautleya bhatii,42,6,1.09
Paradisea liliastrum,,,3.67
Paradisea lusitanica,,,3.78
Parapholis incurva,,,9.08
Parietaria officinalis,,,0.57
Paris japonica,40,8,152.2
Paris polyphylla,,,61.7
Paris quadrifolia,,,60.1
Parkinsonia aculeata,28,2,0.73
Parmentiera cereifera,,,0.66
Parolinia intermedia,22,2,1.02
Paronychia canariensis,32,4,1.34
Parrya nudicaulis,14,2,1.08
Parthenocissus quinquefolia,,,3.18
Parthenocissus tricuspidata,40,2,0.53
Paspalum conjugatum,,,1.53
Paspalum dilatatum,,,0.6
Paspalum notatum,,,1.05
Paspalum notatum,20,2,0.72
Paspalum orbiculare,63,6,1.57
Passiflora amethystina,18,2,1.68
Passiflora antioquiensis,,,1.5
Passiflora caerulea,18,2,1.58
Passiflora cincinnata,18,2,1.42
Passiflora coccinea,18,2,1.62
Passiflora coerulea,,,1.45
Passiflora edmundoi,18,2,1.72
Passiflora edulis,18,2,1.58
Passiflora foetida,20,2,1.39
Passiflora galbana,18,2,1.76
Passiflora giberti,18,2,1.96
Passiflora laurifolia,18,2,1.94
Passiflora maliformis,18,2,1.89
Passiflora marifloia,12,2,1.39
Passiflora menispermifolia,,,2.28
Passiflora miersii,18,2,1.4
Passiflora mucronata,18,2,1.7
Passiflora nitida,18,2,2.41
Passiflora pentagona,24,4,1.84
Passiflora quadrangularis,18,2,2.68
Passiflora serrato-digitata,18,2,1.86
Passiflora suberosa,24,4,0.92
Pastinaca sativa,22,2,1.73
Pavetta oliverana,44,4,1.88
Pelargonium radula,,,8.1
Pellia borealis,18,2,7.4
Pellia endiviifolia,9,1,3.44
Pellia epiphylla,9,1,3.8
Peltaria alliacea,14,2,0.31
Peltaria emarginata,14,2,0.96
Peltophorum pterocarpum,26,,0.79
Pennisetum alopecuroides,18,2,0.95
Pennisetum americanum,14,2,2.4
Pennisetum clandestinum,36,4,1.15
Pennisetum glaucum,14,2,2.68
Pennisetum hohenackeri,18,2,0.85
Pennisetum mezianum,32,4,1.5
Pennisetum mollissimum,14,2,2.25
Pennisetum orientale,36,4,1.9
Pennisetum pedicellatum,54,6,2.8
Pennisetum pedicellatum,36,4,2.2
Pennisetum polystachyon,54,6,2.85
Pennisetum polystachyon,36,4,2.13
Pennisetum purpureum,28,4,2.9
Pennisetum ramosum,10,2,2
Pennisetum schweinfurthii,14,2,2.5
Pennisetum setaceum,27,3,1.4
Pennisetum setaceum,54,6,2.65
Pennisetum squamulatum,54,6,4.8
Pennisetum villosum,36,4,1.75
Pennisetum violaceum,14,2,2.25
Peperomia blanda,22,2,1.55
Peperomia fenzlei,44,4,2
Peperomia glabella,22,2,1.68
Peperomia griseoargantia,22,2,0.63
Peperomia longespicata,66,6,3.95
Peperomia magnoliaefolia,22,2,1.35
Peperomia metallica,33,3,3.08
Peperomia obtusifolia,,,1.15
Peperomia trifolia,,,2.3
Peraxilla colensoi,24,2,6.33
Peraxilla tetrasepala,24,2,5.33
Pereskia grandifolia,22,2,0.98
Periballia involucrata,14,2,3.28
Pericallis appendiculata,60,6,0.55
Pericallis cruenta,60,6,0.68
Pericallis echinata,60,6,0.73
Pericallis lanata,60,6,0.58
Pericallis multiflora,60,6,0.59
Pericallis papyracea,60,6,0.6
Pericallis tussilaginis,60,6,0.75
Pericallis webbii,60,6,0.57
Periploca laevigata,22,2,0.5
Peristeria elata,40,,4.65
Persea americana,24,2,0.93
Persea indica,24,2,1.65
Petasites hybridus,60,2,0.88
Petroselinum crispum,,,2.25
Petunia alpicola,18,2,1.48
Petunia altiplana,14,2,1.3
Petunia axillaris,14,2,1.4
Petunia bajeensis,14,2,1.48
Petunia bonjardinensis,14,2,1.45
Petunia exserta,14,2,1.57
Petunia guarapuavensis,14,2,1.53
Petunia helianthemoides,18,2,1.47
Petunia hybrida,14,2,1.68
Petunia inflata,14,2,1.2
Petunia integrifolia,14,2,1.36
Petunia interior,14,2,1.49
Petunia kleinii,18,2,1.47
Petunia littoralis,14,2,1.49
Petunia mantiqueirensis,14,2,1.56
Petunia occidentalis,14,2,1.39
Petunia parodii,14,2,1.5
Petunia parviflora,18,2,0.85
Petunia pubescens,18,2,1.48
Petunia reitzii,14,2,1.44
Petunia riograndensis,14,2,1.49
Petunia saxicola,14,2,1.44
Petunia scheideana,14,2,1.47
Petunia variabilis,18,2,1.47
Petunia violacea,14,2,1.28
Phagnalon umbelliforme,18,2,1.1
Phaiophleps biflora,18,2,3.55
Phaius tankervilliae,42,,8.5
Phaius wallichii,,,10.3
Phalacroseris bolanderi,18,2,9.2
Phalaenopsis amabilis,38,2,1.18
Phalaenopsis amboinensis,38,2,7.18
Phalaenopsis aphrodite,38,2,1.4
Phalaenopsis bellina,38,2,7.52
Phalaenopsis cornu-cervi,38,2,3.22
Phalaenopsis equestris,38,2,1.69
Phalaenopsis fasciata,38,2,3.28
Phalaenopsis gigantea,38,2,2.64
Phalaenopsis lueddemanniana,38,2,3.25
Phalaenopsis mannii,38,2,6.75
Phalaenopsis mariae,38,2,3.24
Phalaenopsis micholitzii,38,2,3.25
Phalaenopsis modesta,38,2,2.58
Phalaenopsis parishii,38,2,8.31
Phalaenopsis pulchra,38,2,3.19
Phalaenopsis sanderiana,38,2,1.4
Phalaenopsis stuartiana,38,2,1.57
Phalaenopsis sumatrana,38,2,3.31
Phalaenopsis venosa,38,2,4.76
Phalaris angusta,14,2,2.03
Phalaris aquatica,28,4,6.45
Phalaris arundinacea,42,6,5.7
Phalaris arundinacea,28,4,4.13
Phalaris brachystachys,12,2,3.7
Phalaris californica,28,4,4.28
Phalaris canariensis,12,2,3.83
Phalaris caroliniana,14,2,2
Phalaris coerulescens,14,2,1.38
Phalaris minor,28,4,4.5
Phalaris paradoxa,14,2,1.75
Phalaris truncata,12,2,3.13
Phalaris tuberosa,28,4,4
Phaseolus acutifolius,22,2,0.75
Phaseolus angularis,22,2,1.4
Phaseolus angustissimus,22,2,0.66
Phaseolus augustii,22,2,0.58
Phaseolus coccineus,22,2,0.68
Phaseolus dumosus,22,2,1.9
Phaseolus esperanzae,22,2,0.6
Phaseolus filiformis,22,2,0.58
Phaseolus geophillus,22,2,1.3
Phaseolus glabellus,22,2,0.9
Phaseolus grayanus,22,2,0.95
Phaseolus hintonii,22,2,0.68
Phaseolus jaliscanus,22,2,0.68
Phaseolus lathyroides,22,2,1.15
Phaseolus leptostachys,22,2,0.63
Phaseolus leptostachyus,20,2,0.53
Phaseolus leucanthus,22,2,1.65
Phaseolus lunatus,22,2,0.7
Phaseolus macrolepis,22,2,0.65
Phaseolus maculatus,22,2,0.65
Phaseolus macvaughii,20,2,0.45
Phaseolus marechalii,22,2,0.73
Phaseolus micranthus,22,2,0.6
Phaseolus microcarpus,22,2,0.52
Phaseolus neglectus,22,2,0.7
Phaseolus oligospermus,22,2,0.53
Phaseolus pachyrrhizoides,22,2,0.63
Phaseolus parviflorus,22,2,0.65
Phaseolus pauciflorus,22,2,0.73
Phaseolus pedicellatus,22,2,0.58
Phaseolus pluriflorus,22,2,0.95
Phaseolus polyanthus,22,2,0.73
Phaseolus sonorensis,22,2,0.6
Phaseolus vulgaris,22,2,0.6
Phaseolus xanthotrichus,22,2,0.6
Phaseolus xolocotzii,22,2,0.68
Phelipanche bungeana,24,2,5.42
Phelipanche coelestis,24,2,4.47
Phelipanche coelestis,24,2,4.62
Phelipanche gratiosa,24,2,4.21
Phelipanche hirtiflora,24,2,4.8
Phelipanche lavandulacea,24,2,4.47
Phelipanche mutelii,24,2,4.19
Phelipanche nana,24,2,3.43
Phelipanche olbiensis,24,2,3.55
Phelipanche portoilicitana,24,2,4.44
Phelipanche pulchella,24,2,4.27
Phelipanche purpurea,24,2,4.42
Phelipanche ramosa,24,2,4.71
Phelipanche tunetana,24,2,4
Phelypaea coccinea,38,2,2.43
Phelypaea tournefortii,38,2,5.26
Philodendron andreanum,,,1.2
Philodendron erubescens,42,,5.28
Philodendron pinnatafidum,,,2.44
Philodendron selloum,36,,5
Philodendron squamiferum,30,,4.65
Phleum alpinum,28,4,3.23
Phleum bertolonii,14,2,1.7
Phleum commutatum,14,2,1.36
Phleum commutatum,28,4,3.1
Phleum pratense,42,6,4.15
Phleum rhaeticum,14,2,1.2
Phoenix canariensis,36,2,0.9
Phoenix dactylifera,36,2,0.95
Phoenix roebelenii,36,2,1.53
Phoenix rupicola,36,2,1.5
Phoenix theophrasti,36,2,1.33
Pholidota inbricata,40,,3.08
Phormium tenax,32,2,0.76
Photinea parvifolia,,,1.15
Phragmipedium besseae,24,2,7.1
Phragmipedium caudatum,28,2,9.2
Phragmipedium lindleyanum,22,2,8.05
Phragmipedium longifolium,21,2,6.1
Phragmipedium pearcei,,,6.33
Phragmites australis,,2,1
Phragmites communis,,,1.13
Phyllanthus distichus,26,2,1
Phyllis nobla,22,2,0.37
Phyllis viscosa,22,2,0.58
Phyllocladus alpinus,18,2,11.05
Phyllocladus glaucus,18,2,11.4
Phyllocladus trichomanoides,18,2,9.95
Phyllostachys aureus,,,2.3
Phyllostachys nigra,,,2.7
Phyllota phylicoides,,,0.94
Phyodina navicularis,32,4,25.73
Phyodina rosea,24,4,38.65
Physaria arctica,16,,0.69
Physaria bellii,8,,2.34
Physaria didymocarpa,56,,2.23
Physaria gracilis,12,,0.26
Physaria ovalifolia,12,,0.43
Physcomitrella patens,27,1,0.53
Physocarpus bracteatus,18,2,0.23
Physocarpus opulifolius,18,2,0.2
Physorhynchus chamaerapistrum,32,2,1.24
Phytelephas aequatorialis,36,2,0.98
Phytelephas macrocarpa,36,2,1
Phytolacca americana,36,4,1.48
Phytolacca bogotensis,36,4,1.4
Phytolacca dioica,36,4,1.3
Phytolacca rivinoides,36,4,1.3
Phytolacca tetramera,72,8,2.78
Picea abies,24,2,20.01
Picea engelmannii,24,2,19.45
Picea glauca,24,2,20.2
Picea mariana,24,2,15.8
Picea omorika,24,2,16.9
Picea orientalis,24,2,18.6
Picea pungens,24,2,18.15
Picris echioides,10,2,1.2
Picris hieracioides,10,2,1.58
Picrorhiza kurrooa,34,4,1.75
Pillansia templemanii,40,4,2.35
Pilosocereus royenii,,6,3.26
Pilotrichella rigida,,,0.49
Pimelea linifolia,,,3.73
Pimpinella cumbrae,20,2,2.3
Pimpinella major,18,2,3.23
Pimpinella saxifraga,36,4,5.13
Pinanga celebica,32,2,6.7
Pinanga coronata,32,2,8.85
Pinanga subintegra,32,2,13.9
Pinguicula agnata,22,,0.76
Pinguicula cyclosecta,22,,0.53
Pinguicula ehlersiae,,,0.5
Pinguicula emarginata,22,,0.81
Pinguicula esseriana,32,,0.85
Pinguicula gracilis,,,0.61
Pinguicula gypsicola,22,,0.56
Pinguicula heterophylla,22,,0.53
Pinguicula macrophylla,22,,0.71
Pinguicula primuliflora,22,2,0.68
Pintoa chilensis,20,2,2.73
Pinus albicaulis,,,27.2
Pinus aristata,24,2,29.12
Pinus arizonica,24,2,26.17
Pinus armandii,24,2,32.32
Pinus attenuata,24,2,25.05
Pinus ayacahuite,24,2,36
Pinus balfouriana,24,2,29.94
Pinus banksiana,24,2,17.2
Pinus bungeana,,,29.6
Pinus canariensis,24,2,33.41
Pinus caribaea,24,2,24.79
Pinus cembra,24,2,24.15
Pinus cembroides,,,31.6
Pinus chiapensis,24,2,32.27
Pinus clausa,24,2,22.1
Pinus contorta,24,2,18.9
Pinus contorta,24,2,17.8
Pinus coulteri,24,2,28.7
Pinus culminicola,,,26.4
Pinus densiflora,24,2,21.5
Pinus devoniana,24,2,27.68
Pinus divaricata,24,2,17.25
Pinus durangensis,24,2,26.54
Pinus echinata,24,2,22.75
Pinus edulis,24,2,32.93
Pinus eldarica,24,2,31.35
Pinus elliottii,24,2,23.3
